yco,t_c,p_bar,rhoco,rhome
0.2,-23.09099999999998,177.2,2.9376352038457982,11.750540815383193
0.2,-23.08899999999997,170.09,2.8703522233521306,11.481408893408524
0.2,-23.087999999999965,160.01000000000002,2.7639918646574837,11.055967458629935
0.2,-23.08899999999997,149.59,2.637385596745863,10.549542386983452
0.2,-23.08699999999999,141.29,2.5214384764722197,10.08575390588888
0.2,-23.109999999999985,118.03,2.1024868262919476,8.409947305167792
0.2,-23.107999999999976,110.00999999999999,1.9215216788388647,7.686086715355459
0.2,-23.105999999999966,100.00999999999999,1.675695664232227,6.702782656928908
0.2,-23.10899999999998,90.02000000000001,1.4240824627900528,5.696329851160211
0.2,-23.11099999999999,79.99,1.1837755385042064,4.735102154016826
0.2,-23.10899999999998,69.99,0.9673384487380975,3.86935379495239
0.2,-23.11099999999999,60,0.776555422020893,3.106221688083572
0.2,-23.113999999999976,49.989999999999995,0.60869002496071,2.43476009984284
0.2,-23.103999999999985,39.97,0.4602570028658593,1.8410280114634372
0.2,-23.09699999999998,29.990000000000002,0.32820560229268747,1.3128224091707499
0.2,-23.09699999999998,20.04,0.20934639918646572,0.837385596745863
0.2,-23.09699999999998,9.96,0.09964870111860959,0.39859480447443835
0.2,1.8670000000000186,199.56,2.5524637145234355,10.209854858093744
0.2,1.8660000000000423,190.01000000000002,2.461098271239715,9.844393084958861
0.2,1.8640000000000327,179.86,2.3553573079412033,9.421429231764815
0.2,1.8610000000000468,170.07999999999998,2.244217435518166,8.976869742072664
0.2,1.8590000000000373,160.04999999999998,2.120264398631783,8.481057594527133
0.2,1.8590000000000373,150.03,1.985901821207359,7.943607284829436
0.2,1.8590000000000373,140.03,1.841943237496533,7.367772949986133
0.2,1.858000000000004,130.02,1.689581214754553,6.758324859018212
0.2,1.8590000000000373,120.02000000000001,1.5313395581029858,6.125358232411945
0.2,1.8590000000000373,110,1.3706480539890913,5.482592215956365
0.2,1.8590000000000373,100.03,1.211472681889618,4.845890727558472
0.2,1.8590000000000373,90.19999999999999,1.0588333179254876,4.235333271701951
0.2,1.8590000000000373,81.07,0.9227234908015162,3.690893963206065
0.2,1.8570000000000277,71.06,0.7812239992604233,3.1248959970416936
0.2,1.8540000000000418,60.08,0.6356013682166959,2.542405472866784
0.2,1.8550000000000182,50.010000000000005,0.5110381806415827,2.044152722566331
0.2,1.8540000000000418,40.17,0.39709716187482663,1.5883886474993067
0.2,1.8559999999999945,29.990000000000002,0.2867893131182398,1.1471572524729592
0.2,1.8540000000000418,19.9,0.18449662568179717,0.7379865027271887
0.2,1.8540000000000418,9.91,0.08916520292132753,0.35666081168531016
0.2,26.80000000000001,199.13,2.1023296662660624,8.40931866506425
0.2,26.80200000000002,189.95999999999998,2.014763797725802,8.059055190903209
0.2,26.807000000000016,179.98000000000002,1.9144494776740315,7.657797910696127
0.2,26.809000000000026,169.1,1.7994360728482943,7.197744291393178
0.2,26.80800000000005,161.23000000000002,1.713108995100305,6.85243598040122
0.2,26.810000000000002,149.99,1.5854303411297033,6.341721364518813
0.2,26.809000000000026,141.13,1.4819728205602292,5.9278912822409175
0.2,26.811000000000035,130.84,1.3596376074697236,5.4385504298788945
0.2,26.81400000000002,119.99000000000001,1.2294628824997689,4.917851529999076
0.2,26.817000000000007,109.99000000000001,1.1099288157529814,4.439715263011926
0.2,26.81800000000004,99.99000000000001,0.9916520292132753,3.9666081168531018
0.2,26.81800000000004,90,0.8757973560136821,3.5031894240547286
0.2,26.817000000000007,80.7,0.7706757881113063,3.0827031524452253
0.2,26.817000000000007,70.45,0.6583710825552371,2.6334843302209485
0.2,26.81800000000004,60,0.5481741702875104,2.1926966811500415
0.2,26.819000000000017,49.95,0.44638994175834334,1.7855597670333734
0.2,26.819000000000017,40.08,0.35045761301654804,1.4018304520661922
0.2,26.821000000000026,30.03,0.25681797171119536,1.0272718868447814
0.2,26.819000000000017,19.93,0.1667930110012018,0.6671720440048073
0.2,26.819000000000017,9.96,0.08158454284921882,0.32633817139687527
0.2,51.82900000000001,174.49,1.5673569381529073,6.269427752611629
0.2,51.82900000000001,169.95000000000002,1.5257742442451696,6.103096976980678
0.2,51.83000000000004,159.97,1.4328187112877877,5.731274845151151
0.2,51.83000000000004,149.99,1.3381621521678837,5.352648608671536
0.2,51.83300000000003,138.18,1.2247943052602384,4.899177221040954
0.2,51.83100000000002,129.97,1.1452713321623371,4.5810853286493485
0.2,51.83000000000004,119.97,1.0482573726541553,4.193029490616622
0.2,51.83200000000005,109.97999999999999,0.9516132014421743,3.8064528057686977
0.2,51.83100000000002,99.97999999999999,0.8555699362115189,3.4222797448460756
0.2,51.83100000000002,90,0.7609411112138301,3.0437644448553205
0.2,51.83000000000004,80.02000000000001,0.6678099288157529,2.671239715263012
0.2,51.82900000000001,70.01,0.5763427937505778,2.3053711750023114
0.2,51.82800000000003,60.03999999999999,0.48727003790330037,1.9490801516132013
0.2,51.82900000000001,50.019999999999996,0.3999167976333549,1.5996671905334197
0.2,51.83000000000004,39.92,0.31432005177036143,1.257280207081446
0.2,51.83000000000004,29.990000000000002,0.23258759360266246,0.9303503744106498
0.2,51.83000000000004,19.94,0.1522510862531201,0.6090043450124804
0.2,51.83000000000004,9.98,0.07502080059166127,0.30008320236664515
0.2,51.83100000000002,9.98,0.07501155588425626,0.3000462235370251
0.2,76.81600000000003,167.57000000000002,1.3132014421743552,5.252805768697421
0.2,76.815,157.5,1.2324211888693724,4.929684755477489
0.2,76.81600000000003,149.91,1.1707774798927613,4.683109919571045
0.2,76.81700000000001,139.96,1.0892853841175927,4.357141536470371
0.2,76.81600000000003,129.97,1.0070537117500231,4.028214847000093
0.2,76.81700000000001,119.97,0.9245724322825182,3.698289729130073
0.2,76.81800000000004,109.96000000000001,0.8422298234260885,3.368919293704354
0.2,76.81600000000003,99.97,0.7602939816954793,3.0411759267819174
0.2,76.81700000000001,90,0.679134695386891,2.716538781547564
0.2,76.81600000000003,80.28,0.6007765554220209,2.403106221688084
0.2,76.81800000000004,69.99,0.5188592031062217,2.075436812424887
0.2,76.81800000000004,69.98,0.5188222242766016,2.0752888971064065
0.2,76.81900000000002,59.980000000000004,0.4402976795784414,1.7611907183137656
0.2,76.81900000000002,59.980000000000004,0.4402884348710363,1.7611537394841452
0.2,76.81700000000001,49.980000000000004,0.3632153092354627,1.4528612369418508
0.2,76.81700000000001,49.980000000000004,0.36320606452805765,1.4528242581122308
0.2,76.82000000000005,39.980000000000004,0.28745493205140055,1.1498197282056024
0.2,76.82000000000005,39.980000000000004,0.28744568734399556,1.1497827493759825
0.2,76.82000000000005,29.980000000000004,0.21321993158916522,0.8528797263566609
0.2,76.82000000000005,29.980000000000004,0.21321068688176018,0.8528427475270407
0.2,76.82000000000005,19.93,0.14014051955255616,0.5605620782102246
0.2,76.82000000000005,19.93,0.14013127484515114,0.5605250993806046
0.2,76.82000000000005,19.93,0.14014051955255616,0.5605620782102246
0.2,76.82000000000005,9.98,0.06938152907460478,0.27752611629841917
0.2,76.82000000000005,9.98,0.06937228436719978,0.2774891374687991
0.2,76.82000000000005,9.98,0.06938152907460478,0.27752611629841917
0.2,101.79400000000004,199.39,1.393242118886937,5.572968475547749
0.2,101.79500000000002,190.82,1.3351298881390403,5.340519552556161
0.2,101.79600000000005,179.88,1.259914948691874,5.039659794767496
0.2,101.793,169.89000000000001,1.1901821207358785,4.760728482943514
0.2,101.79600000000005,159.93,1.119913099750393,4.479652399001572
0.2,101.79700000000003,149.91,1.0484977350466858,4.193990940186743
0.2,101.79500000000002,139.93,0.9768882314874734,3.9075529259498936
0.2,101.79600000000005,129.93,0.9047148007765553,3.6188592031062217
0.2,101.79500000000002,119.94,0.8324766571138024,3.32990662845521
0.2,101.79600000000005,109.94,0.7602200240362392,3.040880096144957
0.2,101.79400000000004,99.94999999999999,0.6880003697882963,2.752001479153185
0.2,101.79700000000003,88.82999999999998,0.6079966719053341,2.4319866876213365
0.2,101.79700000000003,79.3,0.5397892206711657,2.1591568826846634
0.2,101.79700000000003,69.97,0.4735878709438846,1.8943514837755386
0.2,101.79500000000002,60.019999999999996,0.4035499676435241,1.6141998705740965
0.2,101.79500000000002,49.989999999999995,0.3337524267356938,1.3350097069427753
0.2,101.79500000000002,39.97,0.26487011186095955,1.0594804474438384
0.2,101.79700000000003,29.980000000000004,0.19708791716742163,0.7883516686696866
0.2,101.80000000000001,20,0.13046131089951005,0.5218452435980401
0.2,101.79900000000004,9.92,0.0641675140981788,0.2566700563927152
0.2,126.86400000000003,148.09,0.9422020893038736,3.7688083572154945
0.2,126.86500000000001,139.9,0.8895812147545529,3.558324859018212
0.2,126.86500000000001,129.89000000000001,0.8249884441157438,3.299953776462975
0.2,126.86500000000001,119.91,0.7603217158176943,3.0412868632707775
0.2,126.86600000000004,109.91,0.6954053804197097,2.7816215216788387
0.2,126.86500000000001,99.93,0.6305999815105852,2.522399926042341
0.2,126.86400000000003,89.94,0.5658130720162706,2.263252288065083
0.2,126.86600000000004,79.96000000000001,0.5011555884256264,2.0046223537025054
0.2,126.868,70.02,0.43710825552371263,1.7484330220948507
0.2,126.86600000000004,59.97,0.3727650919848387,1.4910603679393548
0.2,126.86500000000001,49.989999999999995,0.30919848386798554,1.2367939354719422
0.2,126.86500000000001,39.980000000000004,0.24602939816954794,0.9841175926781918
0.2,126.868,29.980000000000004,0.183461218452436,0.733844873809744
0.2,126.86600000000004,19.94,0.12135527410557456,0.48542109642229825
0.2,126.86700000000002,9.98,0.060377184062124424,0.24150873624849772
0.4,1.8870000000000005,188.01,5.731217863963568,8.59682679594535
0.4,1.8799999999999955,180.01000000000002,5.575363596297929,8.363045394446893
0.4,1.879000000000019,160.92,5.143851917144117,7.7157778757161735
0.4,1.8780000000000427,141.08,4.563449390333481,6.84517408550022
0.4,1.8770000000000095,120.02000000000001,3.759967680329073,5.639951520493609
0.4,1.875,100,2.874085500220362,4.311128250330542
0.4,1.8760000000000332,80,2.043425885118261,3.0651388276773908
0.4,1.8760000000000332,60.010000000000005,1.3655501689437346,2.0483252534156016
0.4,1.875,40.03999999999999,0.8234317614220658,1.2351476421330982
0.4,1.875,19.88,0.3748347289554871,0.5622520934332303
0.4,1.8740000000000236,9.93,0.18004994858234175,0.27007492287351254
0.4,26.80600000000004,194.76,4.7016306743058625,7.052446011458792
0.4,26.809000000000026,189.98999999999998,4.6028353165858675,6.9042529748788
0.4,26.813000000000045,180.59,4.397267518730719,6.595901278096077
0.4,26.812000000000012,170.09,4.149801674746585,6.224702512119875
0.4,26.813000000000045,159.98,3.8936682826502134,5.840502423975319
0.4,26.814999999999998,150.01,3.6250477449684158,5.437571617452622
0.4,26.812000000000012,141.54999999999998,3.3866754811223747,5.0800132216835605
0.4,26.81400000000002,129.99,3.0496841486704866,4.574526223005729
0.4,26.812000000000012,119.99000000000001,2.753694726017335,4.130542089026002
0.4,26.811000000000035,110.22,2.4662406346408114,3.6993609519612165
0.4,26.812000000000012,100.02000000000001,2.1726458057881595,3.2589687086822385
0.4,26.812000000000012,90.03999999999999,1.8960922579697375,2.8441383869546053
0.4,26.811000000000035,80,1.631320699280153,2.446981048920229
0.4,26.809000000000026,70.14999999999999,1.3854561480828562,2.078184222124284
0.4,26.80800000000005,59.980000000000004,1.1461289848685179,1.7191934773027762
0.4,26.80800000000005,49.89,0.923446452181578,1.3851696782723664
0.4,26.805000000000007,39.93,0.7167621566034965,1.0751432349052443
0.4,26.80600000000004,30.019999999999996,0.5230498016747467,0.7845747025121198
0.4,26.805000000000007,19.93,0.33752019979432946,0.506280299691494
0.4,26.80800000000005,9.97,0.16425738210665491,0.24638607315998232
0.4,51.82800000000003,189.44,3.75754370500955,5.636315557514323
0.4,51.83200000000005,180.01999999999998,3.568591156162774,5.3528867342441595
0.4,51.83200000000005,160.07000000000002,3.1473483179080364,4.7210224768620535
0.4,51.83000000000004,140.17,2.70725723519906,4.060885852798589
0.4,51.83100000000002,120.12,2.2577934479212574,3.3866901718818854
0.4,51.83100000000002,99.99000000000001,1.8158072572351993,2.7237108858527983
0.4,51.83100000000002,80.02000000000001,1.397781695313648,2.0966725429704716
0.4,51.83100000000002,60.010000000000005,1.0058322315263701,1.5087483472895546
0.4,51.83100000000002,40,0.6429117085353313,0.9643675628029968
0.4,51.83200000000005,19.91,0.3070515645658881,0.46057734684883206
0.4,76.80700000000002,196.05,3.3066549140590578,4.959982371088585
0.4,76.80700000000002,189.95999999999998,3.203334802409285,4.805002203613926
0.4,76.80700000000002,179.83,3.027956515351844,4.541934773027765
0.4,76.80600000000004,170.07000000000002,2.8558395769061264,4.283759365359188
0.4,76.80600000000004,159.99,2.6750110180696347,4.0125165271044505
0.4,76.80900000000003,151.09,2.5138386954605556,3.770758043190832
0.4,76.81100000000004,139.96,2.3105479653298078,3.465821947994711
0.4,76.81,129.93,2.127030997502571,3.190546496253856
0.4,76.81100000000004,121.03999999999999,1.964859703246658,2.9472895548699864
0.4,76.81,109.97999999999999,1.7646099603349499,2.6469149405024237
0.4,76.81,99.92000000000002,1.584677537828706,2.3770163067430583
0.4,76.81100000000004,89.99000000000001,1.4094902306449246,2.114235345967386
0.4,76.81200000000001,79.96000000000001,1.2359042162479803,1.8538563243719697
0.4,76.81200000000001,69.96000000000001,1.0666372851476422,1.5999559277214628
0.4,76.81200000000001,59.96000000000001,0.9013809313941532,1.3520713970912293
0.4,76.81100000000004,49.97,0.7403995886587337,1.1105993829881002
0.4,76.81200000000001,40.06,0.5848097546643162,0.8772146319964741
0.4,76.81100000000004,29.97,0.43098281181137066,0.6464742177170558
0.4,76.81100000000004,19.94,0.2825620684589394,0.423843102688409
0.4,76.81200000000001,9.97,0.13918025561921554,0.20877038342882326
0.4,101.80000000000001,199.06,2.9444395475246075,4.41665932128691
0.4,101.80100000000004,189.89000000000001,2.8086969296312625,4.213045394446891
0.4,101.798,179.89999999999998,2.65845453209931,3.987681798148964
0.4,101.80000000000001,169.92000000000002,2.506317026590275,3.7594755398854116
0.4,101.80100000000004,159.43,2.3446305273982664,3.5169457910973994
0.4,101.80200000000002,149.92000000000002,2.197179374173645,3.2957690612604673
0.4,101.79900000000004,139.93,2.041295724988982,3.0619435874834724
0.4,101.798,129.92000000000002,1.8851182606140737,2.82767739092111
0.4,101.79900000000004,119.5,1.7226384604084035,2.5839576906126043
0.4,101.80100000000004,110.09,1.5765976200969591,2.3648964301454383
0.4,101.80100000000004,99.97,1.4205229910386368,2.1307844865579546
0.4,101.80100000000004,89.94999999999999,1.267562802996915,1.9013442044953721
0.4,101.80100000000004,79.96000000000001,1.1166593212869107,1.6749889819303654
0.4,101.80100000000004,69.96000000000001,0.9679741442632586,1.4519612163948874
0.4,101.80000000000001,59.97,0.82158072572352,1.2323710885852797
0.4,101.798,49.980000000000004,0.677802262376965,1.0167033935654473
0.4,101.80000000000001,39.95,0.5359923608050536,0.8039885412075803
0.4,101.79900000000004,29.980000000000004,0.3979432936682827,0.5969149405024239
0.4,101.80100000000004,19.88,0.26095196121639497,0.39142794182459234
0.4,101.80100000000004,9.93,0.1288820332011165,0.1933230498016747
0.4,126.868,199.46,2.6456148082855884,3.968422212428382
0.4,126.86700000000002,189.83,2.5189510797708246,3.7784266196562357
0.4,126.86600000000004,179.86,2.3858527985896876,3.5787791978845305
0.4,126.86700000000002,169.08,2.240737476127516,3.361106214191273
0.4,126.868,159.88,2.1158219479947116,3.1737329219920665
0.4,126.86600000000004,149.9,1.979491699720876,2.969237549581313
0.4,126.86700000000002,139.58,1.837769942706038,2.7566549140590566
0.4,126.86600000000004,129.38,1.6976054061995005,2.5464081092992505
0.4,126.86600000000004,119.92000000000002,1.5675334214778907,2.351300132216835
0.4,126.86600000000004,109.92000000000002,1.430336418392831,2.145504627589246
0.4,126.86700000000002,99.91,1.2934185397385047,1.9401278096077568
0.4,126.86700000000002,79.96000000000001,1.0231379462318202,1.53470691934773
0.4,126.86700000000002,69.96000000000001,0.8894079623916558,1.3341119435874835
0.4,126.86600000000004,59.97,0.7571617452622302,1.135742617893345
0.4,126.868,49.97,0.626369913324519,0.9395548699867783
0.4,126.86700000000002,40,0.49776700455413553,0.7466505068312032
0.4,126.86500000000001,29.980000000000004,0.370207139709123,0.5553107095636843
0.4,126.863,19.89,0.24371970030850598,0.3655795504627589
0.4,126.86500000000001,9.98,0.12121345673571325,0.18182018510356981
0.6,26.84200000000004,131.54,5.78827615623667,3.85885077082445
0.6,26.838000000000022,120.25999999999999,5.092559868380963,3.3950399122539787
0.6,26.836000000000013,110.27,4.458850770824446,2.9725671805496336
0.6,26.835000000000036,100.24,3.838139053074157,2.558759368716107
0.6,26.835000000000036,89.97999999999999,3.247059898848333,2.164706599232224
0.6,26.835000000000036,80.19999999999999,2.7359393090000603,1.8239595393333754
0.6,26.834000000000003,70.22999999999999,2.2683992444092373,1.512266162939493
0.6,26.834000000000003,59.980000000000004,1.8377856315885683,1.2251904210590467
0.6,26.833000000000027,50,1.460715373834623,0.9738102492230829
0.6,26.835000000000036,40.019999999999996,1.118633843153982,0.7457558954359886
0.6,26.83200000000005,29.990000000000002,0.8044299555176405,0.5362866370117609
0.6,26.83200000000005,19.970000000000002,0.5154164889403449,0.34361099262689687
0.6,26.833000000000027,9.98,0.24859545426847843,0.16573030284565246
0.6,51.82900000000001,130,4.206379867162268,2.8042532447748485
0.6,51.82900000000001,120.28,3.7962586070318682,2.530839071354581
0.6,51.82900000000001,110,3.372810919505209,2.248540613003475
0.6,51.82900000000001,100.12,2.979324843093047,1.9862165620620333
0.6,51.82800000000003,89.97,2.5936627871549565,1.7291085247699727
0.6,51.82900000000001,79.97,2.2334470781792697,1.4889647187861812
0.6,51.82900000000001,69.99,1.8945463408689291,1.2630308939126207
0.6,51.82900000000001,60,1.5745841204070439,1.0497227469380304
0.6,51.82800000000003,50.06999999999999,1.2753884589604532,0.8502589726403029
0.6,51.82800000000003,39.99,0.9892998598501004,0.6595332399000675
0.6,51.82800000000003,29.980000000000004,0.7209249893364206,0.4806166595576141
0.6,51.82900000000001,19.98,0.46759490585582836,0.3117299372372192
0.6,51.82900000000001,9.98,0.2275364085064895,0.15169093900432648
0.6,76.81700000000001,175.45000000000002,4.906190969471695,3.2707939796477996
0.6,76.81600000000003,169.98999999999998,4.7358905612089455,3.1572603741393
0.6,76.81700000000001,160.13000000000002,4.423862043751142,2.949241362500764
0.6,76.81700000000001,150.03,4.10033514106392,2.7335567607092823
0.6,76.81400000000002,140,3.7777588203034544,2.518505880202305
0.6,76.815,129.99,3.4565535311681184,2.304369020778748
0.6,76.81400000000002,119.97,3.1386021570897564,2.0924014380598397
0.6,76.81400000000002,109.97,2.826628480896959,1.884418987264641
0.6,76.81400000000002,100.06,2.5245993540917677,1.68306623606118
0.6,76.81400000000002,89.9,2.2233562854183164,1.4822375236122125
0.6,76.815,79.95,1.938492474559746,1.2923283163731654
0.6,76.815,69.98,1.6620559380903053,1.1080372920602044
0.6,76.815,59.989999999999995,1.395801596490159,0.9305343976601068
0.6,76.815,49.980000000000004,1.1393272804826031,0.7595515203217361
0.6,76.81400000000002,39.99,0.8931265614526841,0.59541770763512325
0.6,76.815,29.980000000000004,0.6561026141002985,0.4374017427335327
0.6,76.81400000000002,19.9,0.4270123697519956,0.2846749131679973
0.6,76.815,9.98,0.20985924075315332,0.13990616050210236
0.6,101.80100000000004,195.32,4.6968801413685934,3.1312534275790656
0.6,101.79900000000004,179.94,4.305386630918286,2.8702577539455265
0.6,101.80100000000004,159.92000000000002,3.783316068490646,2.5222107123271
0.6,101.80000000000001,139.86,3.2550301626957525,2.170020108463837
0.6,101.79900000000004,120.10999999999999,2.7385899701419776,1.8257266467613202
0.6,101.79900000000004,110.00999999999999,2.4790445432941315,1.6526963621960893
0.6,101.80000000000001,99.99000000000001,2.2249466821034667,1.4832977880689793
0.6,101.79900000000004,90.02000000000001,1.9771921272317345,1.3181280848211576
0.6,101.79900000000004,79.97,1.7323258789836082,1.1548839193224065
0.6,101.79700000000003,69.97,1.4946803972944973,0.9964535981963325
0.6,101.79700000000003,59.980000000000004,1.2629394918042776,0.8419596612028525
0.6,101.79600000000005,49.980000000000004,1.0371031625129485,0.6914021083419662
0.6,101.79900000000004,39.980000000000004,0.8174456157455363,0.5449637438303581
0.6,101.798,29.92,0.6027786240935956,0.40185241606239747
0.6,101.798,19.86,0.3941258911705563,0.26275059411370444
0.6,126.86100000000005,194.95999999999998,4.116988605203826,2.744659070135887
0.6,126.86200000000002,189.83,4.00489305953324,2.6699287063554955
0.6,126.86200000000002,179.85,3.784796782645786,2.5231978550971927
0.6,126.86100000000005,169.82,3.561702516604716,2.3744683444031462
0.6,126.86200000000002,159.9,3.3395771129120706,2.2263847419413825
0.6,126.86200000000002,149.92000000000002,3.1154957041009075,2.076997136067274
0.6,126.86100000000005,139.92000000000002,2.890609956736335,1.9270733044908919
0.6,126.86100000000005,130.07999999999998,2.669800743403814,1.779867162269211
0.6,126.86200000000002,119.96000000000001,2.444147218329169,1.6294314788861142
0.6,126.86100000000005,109.88,2.221418560721467,1.4809457071476462
0.6,126.86200000000002,89.93,1.7864542075437202,1.1909694716958146
0.6,126.86200000000002,79.95,1.5731399670952408,1.0487599780634949
0.6,126.86100000000005,61.11,1.1801291816464565,0.786752787764305
0.6,126.86200000000002,49.96000000000001,0.9535067942233866,0.635671196148925
0.6,126.86200000000002,39.96,0.7544878435195904,0.5029918956797275
0.6,126.86100000000005,29.950000000000003,0.5592346596794832,0.3728231064529891
0.6,126.86200000000002,19.84,0.3663762110779355,0.2442508073852906
0.6,126.86100000000005,9.93,0.18126866126378646,0.12084577417585776
